"ID","Name","Description","Model","Serial Number","Barcode","Additional Information","Location Name","Area","Parent Asset Name","Worker Email","Category","Purchase Date","Service Date","Purchase Price","Warranty Expiration Date","Residual Price","Useful Life (number)","Useful Life (unit)","Depreciation Rate","Track Check Ins/Outs","Check In/Out","Check In Procedure","Check Out Procedure","Created At","Status","Current Value","Parts Names","Team Names","Customer Assigned Names","Vendor Assigned Names","Manufacturer Name","Operating Schedule"
"G20odQHial","VR Client PC BPC064","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Date : 6-24-2026 Miheer and Ethen
Other Software Installed : Steam, Steam VR v2.12.14, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. 
","Origin Black PC.","BPC064",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"06/23/2025 06:52 AM","Operational",,"","","","",,
"WH5HE2asae","VR Client PC BPC065","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i7-14900K
RAM : 32G DDR5
Galil : N/A
Date : 6/19/25 Miheer
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. 
","Origin Black PC.","BPC065",,,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",,,,,"06/23/2025 07:00 AM","Operational",,"","","","",,
"IrDmOoyw8k","VR Client PC BPC066","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i7-14900K
RAM : 32G DDR5
Galil : N/A
Date : 6/19/25 Miheer
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. 
","Origin Black PC.","BPC066",,,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",,,,,"06/23/2025 06:48 AM","Operational",,"","","","",,
"O4jx4Wb3nF","VR Client PC BPC067","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i7-14900K
RAM : 32G DDR5
Galil : N/A
Date : 6/19/25 Miheer
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. 
","Origin Black PC.","BPC067",,,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",,,,,"06/23/2025 06:55 AM","Operational",,"","","","",,
"Z7CoqNKJ7x","VR Client PC BPC068","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i7-14900K
RAM : 32G DDR5
Galil : N/A
Date : 6/19/25 Mihher
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. ","Origin Black PC.","BPC068",,,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"06/23/2025 06:45 AM","Operational",,"","","","",,
"58X9pBv2ZI","VR Client PC BPC069","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New
Headset Type : E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI Z790i
GPU : RTX 5070
CPU : i7-12700K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date: 7/1/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup.","Origin Black PC.","BPC069",,,"SCH-Space Center Houston",,,,"PC","","",,"",,"","","",false,,,,"07/10/2025 08:32 AM","Operational",,"","","","",,
"hCe6zKLJM9","VR Client PC BPC070","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i7-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 7/1/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup.","Origin Black PC.","BPC070",,,"SCH-Space Center Houston",,,,"PC","","",,"",,"","","",false,,,,"07/10/2025 08:32 AM","Operational",,"","","","",,
"V0eAzOA230","VR Client PC BPC071","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i7-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 7/1/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup.","Origin Black PC.","BPC071",,,"Pulseworks Shop",,,,"PC","","",,"",,"","","",,,,,"07/10/2025 08:32 AM","Operational",,"","","","",,
"FR3e2XCZmB","VR Client PC BPC072","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New
Headset Type : E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI Z790i
GPU : RTX 5070
CPU : i7-12700K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date: 7/1/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup.","Origin Black PC.","BPC072",,,"Pulseworks Shop",,,,"PC","","",,"",,"","","",,,,,"07/10/2025 08:32 AM","Operational",,"","","","",,
"wJjuWQHnRE","VR Client PC BPC073","Origin Black Computer, VR Client PC.
Change CMOS Battery? : New
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher v2.04
Power Supply : 850w
Motherboard : MSI MPG Z790i Edge WIFI
GPU : RTX 4070 Super
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Tech : Miheer
Date : 7-16-25
Other Software Installed : Steam, SteamVR v2.11.2, Team Viewer IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, DPVRAssistantSetup, HEVC CODEC
","Origin Black PC.","BPC073",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"07/17/2025 07:15 AM","Operational",,"","","","",,
"KlzG69aVye","VR Client PC BPC074","Origin Black computer, VR Client PC. 
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i EDGE WIFI
GPU : RTX 5070
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Date : 7/18/25 Miheer
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. 
","Origin Black PC","BPC074",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"08/01/2025 02:03 PM","Operational",,"","","","",,
"vpHGMD2xCw","VR Client PC BPC075","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : Vive Pro 2
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i edge wifi
GPU : RTX 4070 Super
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer and Akash
Date : 7-31-2026
Other Software Installed : Steam, Steam VR v2.12.14, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec,  Vive Console 2.1.24.7, Core-Temp-setup-V1.20","Origin Black PC.","BPC075","BPC075","","GAAQ-Georgia Aquarium","",,,"Assets","","",,"",,"","","",false,,"","","09/11/2025 02:17 PM","Operational",,"","","","",,
"GinTBcYi0L","VR Client PC BPC076","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : ADA DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR ADALauncher
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i9-13900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 12/30/25
Other Software Installed : Steam, Steam VR v2.14.5, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup, Core-Temp-setup, Pulselock","Origin Black PC.","BPC076","BPC076",,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 02:17 PM","Operational",,"","","","",,
"puGeQKmt9n","VR Client PC BPC077","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i9-13900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer and Ethen
Date : 05-28-2026
Other Software Installed : Steam, Steam VR v2.12.14, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup, Core-Temp.","Origin Black PC.","BPC077","BPC077",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 02:17 PM","Operational",,"","","","",,
"rhnQAq8dGq","VR Client PC BPC078","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i9-13900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 7-6-2026
Other Software Installed : Steam, Steam VR v2.12.14, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup, Core-Temp-setup-V1.20.1.0.","Origin Black PC.","BPC078","BPC078",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 02:17 PM","Operational",,"","","","",,
"FvmAsQ1Weh","VR Client PC BPC079","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 8/26/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup, Core-Temp-setup-V1.18.1.0.","Origin Black PC.","BPC079","BPC079",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 02:17 PM","Operational",,"","","","",,
"55tTgXL5qK","VR Client PC BPC080","Origin Black computer, VR Client PC. 
Change CMOS Battery? :
Headset Type : Vive Pro 2
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i Edge Wifi
GPU : RTX 5070
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 07-30-2026
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC.","BPC080","BPC080","","Pulseworks Shop","",,,"Assets","","",,"",,"","","",false,,"","","09/11/2025 02:17 PM","Operational",,"","","","",,
"7kGGFhbpxv","VR Client PC BPC081","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : Vive Pro
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070 Super
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 8/26/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, Vive Console 2.1.24.7, Core-Temp-setup-V1.18.1.0.","Origin Black PC.","BPC081","BPC081",,"GAAQ-Georgia Aquarium",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 02:17 PM","Operational",,"","","","",,
"OUJ8aA1Ytt","VR Client PC BPC082","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 5070
CPU : i9-14900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 06-05-2026
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp, DPVR Assistant 3.9.26","Origin Black PC.","BPC082","BPC082",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 02:17 PM","Operational",,"","","","",,
"KodGrpTuxt","VR Client PC BPC083","Origin Black computer, VR Client PC. 
Change CMOS Battery? :
Headset Type : DPVR E4C
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850W
Motherboard : MSI MPG Z790i EDGE WIFI
GPU : RTX 5070
CPU : i9-14900K
RAM : 32GB DDR5
Galil : N/A
Tech: Miheer
Date : 7-30-2026
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, DPVR Assistant, HEVC Codec, Core Temp","Origin Black PC.","BPC083","BPC083","","Pulseworks Shop","",,,"Assets","","",,"",,"","","",false,,"","","09/24/2025 06:45 AM","Operational",,"","","","",,
"aDpzOdbvmA","VR Client PC BPC084","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : Vive Pro 2
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX B890-i Gaming
GPU : RTX 5070
CPU : Intel Core Ultra 9 285K
RAM : 32G DDR5
Galil : N/A
Date : 06-08-2026 Miheer
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC"," BPC084"," BPC084",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"06/08/2026 12:49 PM","Operational",,"","","","",,
"C2vvsG28dY","VR Client PC BPC085","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : Vive Pro 2 
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX Z890-i GAMING
GPU : RTX 5070
CPU : intel core ultra 9 285K
RAM : 32G DDR5
Galil : N/A
Date : 6-26-2026 Miheer
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC","BPC085","BPC085",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"06/26/2026 08:49 AM","Operational",,"","","","",,
"KIUJeDKaGK","VR Client PC BPC086","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C 
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX Z890-i 
GPU : RTX 5070
CPU : intel core ultra 9 285K
RAM : 64G DDR5
Galil : N/A
Date : 6-23-2026 Miheer and Ethen
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC","BPC086","BPC086",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"06/23/2026 10:41 AM","Operational",,"","","","",,
"50h9oWzjFC","VR Client PC BPC088","Origin Black computer, VR Client PC. 
Change CMOS Battery? : New PC
Headset Type : Vive Pro
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX Z890-i gaming
GPU : RTX 5070
CPU : intel core ultra 9 285K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 06-25-2026
Other Software Installed : Steam, Steam VR v2.12.14, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, Vive Console 2.1.24.7, Core-Temp-setup-V1.18.1.0.","Origin Black PC.","BPC088","BPC088",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"06/25/2026 01:08 PM","Operational",,"","","","",,
"2sgFCA0EnL","VR Client PC BPC089","Origin Black computer, VR Client PC. 
Change CMOS Battery? :
Headset Type : DPVR E4C
Windows Version : 10 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i7-13900K
RAM : 32G DDR5
Galil : N/A
Tech: Miheer
Date : 10/22/25
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup. 
","Origin Black PC.","BPC089","BPC089",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"11/03/2025 07:16 AM","Operational",,"","","","",,
"hplNErBNVj","VR Client PC BPC090","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : Vive Pro 2
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX B890-i Gaming
GPU : RTX 5070
CPU : Intel Core Ultra 9 285K
RAM : 32G DDR5
Galil : N/A
Date : 06-05-2026 Miheer
Other Software Installed : Steam, SteamVR 2.15.6, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC","BPC090","BPC090","","GAAQ-Georgia Aquarium","",,,"Assets","","",,"",,"","","",false,,"","","06/05/2026 02:06 PM","Operational",,"","","","",,
"wX7MiBuLEG","VR Client PC BPC091","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : Vive Pro 2
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX Z890-i GAMING
GPU : RTX 5070
CPU : intel core ultra 9 285K
RAM : 32G DDR5
Galil : N/A
Date : 6-26-2026 Miheer and  Ethen
Other Software Installed :Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC","BPC091","BPC091",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"06/26/2026 09:37 AM","Operational",,"","","","",,
"8EBJuf13AC","VR Client PC BPC092","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : Vive Pro 2
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  ASUS ROG STRIX B890-i Gaming
GPU : RTX 5070
CPU : Intel Core Ultra 9 285K
RAM : 32G DDR5
Galil : N/A
Date : 06-26-2026 Miheer and Ethen
Other Software Installed : Steam, SteamVR 2.15.6, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, HEVC Codec, Core Temp ,Vive Console 2.1.24.7","Origin Black PC","BPC092","BPC092",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"06/26/2026 01:19 PM","Operational",,"","","","",,
"YqYj25OVw9","VR Client PC BPC093","Origin Black computer, VR Client PC. 
Change CMOS Battery? :
Headset Type : 
Windows Version : 
Control Software Installed : VR Client Launcher 2.04
Power Supply : 
Motherboard :  
GPU : 
CPU : 
RAM : 
Galil : N/A
Tech: 
Date : 
Other Software Installed :","Origin Black PC.","BPC093","BPC093",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"12/24/2025 08:36 AM","Operational",,"","","","",,
"3ReyLpgp93","VR Client PC BPC094","Origin Black computer, VR Client PC. 
Change CMOS Battery? :
Headset Type : 
Windows Version : 
Control Software Installed : VR Client Launcher 2.04
Power Supply : 
Motherboard :  
GPU : 
CPU : 
RAM : 
Galil : N/A
Tech: 
Date : 
Other Software Installed :
","Origin Black PC.","BPC094","BPC094",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"12/24/2025 08:37 AM","Operational",,"","","","",,
"I2zYVenw6J","VR Client PC BPC095","Origin Black computer, VR Client PC. 
Change CMOS Battery? :
Headset Type : DPVR E4C
Windows Version : 11 pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850W
Motherboard :  MSI MPG Z790I
GPU : RTX 4070
CPU : i9-13900K
RAM : 32GB DDR5
Galil : N/A
Tech: Miheer, Akash
Date : 07/16/2026
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, DPVRAssistantSetup3.9.26, HEVC Codec, Core Temp
","Origin Black PC.","BPC095","BPC095",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/03/2026 09:54 AM","Operational",,"","","","",,
"CBtnODAaBj","VR Client PC BPC096","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C 
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i9-13900K
RAM : 32G DDR5
Galil : N/A
Date : 4/9/26 Miheer
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup.","Origin Black PC.","BPC096","BPC096",,"Great Lakes Science Center",,,,"Assets","","",,"",,"","","",false,,,,"04/21/2026 07:43 AM","Operational",,"","","","",,
"PGNPWdD8ZU","VR Client PC BPC097","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C 
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i9-13900K
RAM : 32G DDR5
Galil : N/A
Date : 4/9/26 Miheer
Other Software Installed : Steam, Steam VR v2.9.6, Team Viewer, IntelBurnTest v2, Furmark 1.19.0.0, OpenHardwareMonitor v0.9.6., GeForce Driver v572.83, directx_Jun2010_redist, VC_redist.x64, VC_redistx86, HEVC Codec, DPVRAssistantSetup.","Origin Black PC.","BPC097","BPC097",,"Great Lakes Science Center",,,,"Assets","","",,"",,"","","",false,,,,"04/21/2026 07:45 AM","Operational",,"","","","",,
"egUzjk6ePE","VR Client PC BPC098","Origin Black computer, VR Client PC. 
Simulator Type : 4DX
Headset Type : DPVR E4C 
Windows Version : 11 Pro
Control Software Installed : VR Client Launcher 2.04
Power Supply : 850w
Motherboard :  MSI MPG Z790i
GPU : RTX 4070
CPU : i9-13900K
RAM : 32G DDR5
Galil : N/A
Date : 05-28-2026 Miheer and Ethen
Other Software Installed : Steam, SteamVR 2.12.14, TeamViewer, IntelBurnTest v2, Furmark v1.19.0.0, OpenHardwareMonitor v0.9.6, GeForce Driver, directx_Jun2010_redist, VC_redist.x64, VC_redist.x86, DPVRAssistantSetup3.9.26, HEVC Codec, Core Temp","Origin Black PC","BPC098","BPC098",,,,,,"Assets","","",,"",,"","","",,,,,"05/28/2026 07:51 AM","Operational",,"","","","",,
